,review,sentiment
270,"If you love slow moving character studies with a provocative subject matter, then go see this right now.",positive
271,Engaging children's entertainment.,positive
272,"A brief flashback sequence filled with breathtaking mastery of telling, evocative detail...with wit and style and chase scenes, and then brilliantly, perfectly resolved.",positive
273,I couldn't think of a more appropriate feature screenplay or leading role debut for Mooney than Brigsby Bear-an earnest salute to the weirdo in all of us.,positive
274,"The hook here - the interplay between our three leads and the twists, action, and humor that can be wrung from it-- is the end all and be all of The Gangster, The Cop, The Devil. It's designed to entertain you, and it does a great job at that.",positive
275,"An engaging mystery, a warm-hearted account of friendship and an exploration of courage in the face of prejudice.",positive
276,A moral and arid thriller where Morais finds the exact distance to avoid dramatic overloading his already sorrowful story of a young renegade. [Full review in Spanish],positive
277,"Trust the Man is one of those movies in which everyone is a writer, and all the writing sounds the same.",negative
278,"The Two Popes emerges as a attractive film with a lot of material for artistic, political and religious debate. Full review in Spanish",positive
279,"The Queen is the most reverent irreverent comedy imaginable. Or maybe it's the most irreverent reverent comedy. Either way, it's a small masterpiece.",positive
280,"The screenplay waits too long to start providing answers, causing the intrigue to morph into impatience, and finally into apathy. ",negative
281,A smart and steely first feature by Calgary filmmaker David Christensen.,positive
282,"Amid this special-effects maelstrom, Wade Watts never emerges as a character, and the taciturn Sheridan is in constant danger of being out-acted by his own avatar. Who can connect with a hero when he's just watching the story?",negative
283,"An ingenious way to bring the story to life, such an experimental visual form's potential to captivate might leave something to be desired.",negative
284,"Brian De Palma spent three years struggling to get The Black Dahlia made, which helps explain why the movie has the feel of something that was left in the oven too long: It's both overcooked and undernourishing.",negative
285,"When it comes to making films that work as much for the sake of artistic expression as for capturing a moment in history, there's little question Jackie might be one of the finest pieces of cinematic storytelling we see this year.",positive
286,"Even if it's a B-side, Ricki and the Flash will be worth seeing for Meryl Streep fans, music fans and, especially, anyone who's ever spent time in a working-class band. Sometimes it's the deep cuts you remember the best.",positive
287,"Provides a clear view of generational influence and personal struggle, managing to catch the dam breaks of emotion as the reality of loneliness and perceived hopelessness finally sets in.",positive
288,"The film is not without its flaws, but the story it tells is both terrifying and inspiring.",positive
289,"Directors David Moreau and Xavier Palud ... and screenwriter Sebastian Gutierrez ... cleave very close to the [original Hong Kong] film in many ways, yet the result is far less satisfying.",negative
290,Richard Linklater's adaptation of Maria Semple's novel is a critical (if characteristically humane) assessment of American society in spiritual crisis.,positive
291,"With a delicate palette and soft tones, the craftsmanship on display is impeccable, but the pulse-free drama - think crying over spilled milk - makes for muted impact.",positive
292,Stella Street is the road best not taken.,negative
293,Lily Collins best ever. She is the new Audrey Hepburn. Beatty's best since Bugsy.,positive
294,"...a quietly disturbing look at the choices placed before someone who is caught between two worlds, neither offering harbor.",positive
295,Why would anyone want to be caught dead with Bernie and his banal buddies a second time around? Relentlessly labored and pointless,negative
296,"Rebelle is full of such careful detail, and is carried so beautifully by Mwanza's performance, that questions of authenticity slide away.",positive
297,"Director Ken Loach has been flying the underdog flag for a staggering 52 years. And bless him, he still cares as fiercely as ever.",positive
298,"The photogenic actors are charmless, and the whole thing has the look and feel of a cheap made-for-cable television movie.",negative
299,"A man's-man of a genre pic that will satisfy the action audience while reminding more discerning viewers what they saw in director Joe Carnahan's decade-old breakthrough, Narc.",positive
300,"While technically there might be some glitches with some jagged camerawork at times, the novel effort makes up for that, especially some of the dialogues. Go watch Kempirve.",positive
301,"... the final result, while passable enough, is no particular treat ...",negative
302,"This film might be the ultimate temp job, but stars Chow Yin-Fat and Mira Sorvino deserve better work. ",negative
